,Player,From,To,School,Conf,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
915,Michael Lyons,2010,2013,Air Force,MWC,115,3482,549,1201,407,753,142,448,287,383,125,288,413,214,109,27,228,234,1527
916,Shelvin Mack,2009,2011,Butler,Horizon,108,3374,515,1228,299,623,216,605,281,372,88,366,454,357,118,9,239,206,1527
917,Jamel Waters,2013,2016,Alabama State,SWAC,124,3894,509,1248,362,829,147,419,362,482,95,332,427,579,224,11,296,277,1527
918,Cameron Ayers,2011,2014,Bucknell,Patriot,133,3985,530,1205,329,717,201,488,265,319,92,337,429,220,98,9,144,181,1526
919,Gabe Knutson,2010,2013,Lehigh,Patriot,128,3536,536,1049,516,991,20,58,434,578,247,437,684,114,68,60,166,279,1526
920,Chase Tapley,2010,2013,San Diego State,MWC,134,3813,573,1247,350,682,223,565,157,206,74,335,409,303,187,54,182,208,1526
921,Julian Washburn,2012,2015,Texas-El Paso,CUSA,130,4448,592,1360,473,1011,119,349,223,319,101,396,497,274,118,55,213,239,1526
922,Michael Williams,2010,2014,Total,Total,122,3558,528,1270,301,654,227,616,243,340,43,326,369,219,76,10,204,245,1526
923,Jeremy Ingram,2011,2014,North Carolina Central,Total,112,3035,459,1062,289,598,170,464,437,568,85,257,342,123,122,53,201,262,1525
924,Markis McDuffie,2016,2019,Wichita State,Total,129,3199,497,1161,337,690,160,471,371,469,185,383,568,148,116,27,174,238,1525
925,Korey Billbury,2013,2016,Total,Total,132,3855,543,1276,441,992,102,284,336,480,231,511,742,294,157,19,269,343,1524
926,Brenton Butler,2007,2011,Fordham,A-10,121,3880,486,1373,254,680,232,693,320,420,80,263,343,293,87,7,259,254,1524
927,Mike Liabo,2011,2014,Tennessee-Martin,OVC,117,3092,529,1421,283,698,246,723,220,285,73,305,378,247,65,16,243,163,1524
930,Arsalan Kazemi,2010,2013,Total,Total,130,3776,500,895,500,893,0,2,523,771,401,912,1313,197,225,107,232,319,1523
931,Mike Morsell,2015,2018,Towson,CAA,130,3407,519,1218,369,759,150,459,335,457,146,296,442,180,109,69,235,355,1523
932,Mo Evans,2014,2017,Purdue-Fort Wayne,Summit,118,3365,520,1141,254,492,266,649,216,263,46,328,374,466,146,18,256,276,1522
933,Kayel Locke,2013,2016,North Carolina-Greensboro,Southern,130,3557,569,1261,526,1099,43,162,341,512,260,392,652,134,58,21,226,350,1522
934,Donald Sloan,2007,2010,Texas A&M,Big 12,138,3860,519,1214,403,869,116,345,368,503,73,378,451,370,87,7,259,197,1522
935,Paul Graham,2006,2009,Florida Atlantic,Total,112,2975,519,1211,375,794,144,417,339,452,57,218,275,230,80,9,230,203,1521
936,Wendell McKines,2008,2012,New Mexico State,WAC,126,3576,582,1194,499,966,83,228,274,432,400,735,1135,207,98,66,220,278,1521
937,Jordan McRae,2011,2014,Tennessee,SEC,114,3088,496,1190,317,668,179,522,350,455,75,296,371,209,73,97,225,218,1521
938,Nijal Pearson,2017,2019,Texas State,Sun Belt,102,3356,531,1275,356,785,175,490,284,401,183,389,572,214,138,32,218,217,1521
939,Richard Roby,2006,2008,Colorado,Big 12,89,2882,519,1216,372,778,147,438,336,451,153,363,516,199,128,70,262,211,1521
940,Justin Rutty,2008,2011,Quinnipiac,NEC,116,3392,647,1151,647,1151,0,0,227,466,465,567,1032,109,74,80,215,323,1521
941,Sean Baptiste,2007,2010,Fairleigh Dickinson,NEC,111,3302,518,1192,368,760,150,432,333,465,183,363,546,102,111,22,173,251,1519
942,Peter Hooley,2012,2016,Albany (NY),AEC,127,3905,464,1157,283,602,181,555,410,511,60,366,426,337,99,9,257,156,1519
943,Jonathan Tavernari,2007,2010,Brigham Young,MWC,132,3200,561,1332,296,634,265,698,132,166,107,553,660,182,165,42,164,244,1519
944,Tre Demps,2012,2016,Northwestern,Big Ten,132,3867,554,1404,343,785,211,619,199,297,65,288,353,292,48,5,149,149,1518
945,Erik McCree,2013,2017,Total,Total,123,3082,532,1158,394,754,138,404,316,428,162,603,765,107,67,48,228,217,1518
946,Four McGlynn,2012,2016,Total,Total,136,3753,425,1107,155,388,270,719,398,442,35,231,266,166,71,12,183,249,1518
947,Draymond Green,2009,2012,Michigan State,Big Ten,145,3619,543,1163,452,911,91,252,340,495,283,813,1096,425,180,116,277,396,1517
948,Jamaal King,2016,2019,Saint Francis (PA),NEC,115,3152,526,1211,362,720,164,491,301,389,41,243,284,386,138,7,296,254,1517
949,Evan Turner,2008,2010,Ohio State,Big Ten,101,3314,539,1073,485,924,54,149,385,508,151,531,682,414,159,74,352,273,1517
952,Aubrey Coleman,2009,2010,Houston,CUSA,67,2342,523,1229,462,1020,61,209,409,547,170,351,521,167,168,6,160,154,1516
953,D.J. Covington,2011,2014,Virginia Military Institute,Big South,115,2927,599,1029,598,1020,1,9,317,466,262,485,747,66,96,272,185,337,1516
954,Michael Bramos,2006,2009,Miami (OH),MAC,120,3632,487,1167,289,618,198,549,343,416,78,366,444,186,124,130,189,194,1515
955,Devin Cannady,2016,2019,Princeton,Ivy,104,3235,481,1091,213,426,268,665,285,318,53,375,428,169,113,18,140,198,1515
956,Moses Greenwood,2016,2019,Southeastern Louisiana,Southland,131,3143,608,1067,588,1013,20,54,279,415,282,483,765,65,93,104,230,399,1515
957,Marquis Hall,2007,2010,Lehigh,Patriot,122,3900,491,1307,276,708,215,599,317,427,74,380,454,566,175,11,306,256,1514
958,Cameron Johnson,2015,2019,Total,ACC,135,3425,516,1130,257,491,259,639,223,273,148,399,547,243,103,34,138,237,1514
959,Kyle Vinales,2012,2014,Central Connecticut State,NEC,79,2802,518,1300,311,756,207,544,271,334,21,130,151,296,105,6,249,161,1514
960,Quenton DeCosey,2013,2016,Temple,Total,129,3574,499,1260,333,783,166,477,349,494,110,409,519,251,108,32,206,204,1513
961,Latif Rivers,2011,2014,Wagner,NEC,110,3314,470,1190,274,643,196,547,377,441,49,261,310,244,84,37,259,282,1513
962,Terence Davis,2016,2019,Mississippi,SEC,121,2941,549,1234,373,715,176,519,238,332,141,456,597,249,140,69,242,318,1512
963,Jae'Sean Tate,2015,2018,Ohio State,Big Ten,129,3611,614,1113,578,983,36,130,248,447,227,544,771,216,136,64,234,382,1512
964,Ryan Wedel,2007,2011,Total,Total,127,3857,492,1167,180,374,312,793,216,259,49,267,316,254,118,9,191,223,1512
965,Jerrell Wright,2012,2015,La Salle,A-10,132,3196,591,1053,591,1053,0,0,330,540,354,487,841,123,86,107,242,352,1512
966,Darrun Hilliard,2012,2015,Villanova,Big East,132,3537,491,1125,282,556,209,569,320,428,71,329,400,248,176,47,206,274,1511
967,R.L. Horton,2008,2011,Southern Mississippi,CUSA,131,4257,529,1316,408,944,121,372,332,469,35,348,383,268,89,7,186,293,1511
968,Damian Saunders,2008,2011,Duquesne,A-10,127,4073,599,1184,495,842,104,342,209,421,359,660,1019,281,277,300,251,311,1511
969,Wesley Saunders,2012,2015,Harvard,Ivy,120,3580,496,1032,445,905,51,127,468,620,128,363,491,383,175,51,273,239,1511
970,RJ Cole,2018,2019,Howard,MEAC,67,2461,459,1137,266,616,193,521,399,502,51,219,270,418,121,1,237,163,1510
971,Dean Wade,2016,2019,Kansas State,Big 12,126,3695,548,1100,420,768,128,332,286,402,220,464,684,260,118,79,148,288,1510
972,Keith Appling,2011,2014,Michigan State,Big Ten,142,4229,491,1140,353,727,138,413,389,520,63,368,431,465,151,65,296,345,1509
973,Dusty Hannahs,2013,2017,Total,Total,131,3156,487,1139,245,527,242,612,293,330,58,160,218,123,67,6,156,240,1509
974,Nick Lindner,2014,2017,Lafayette,Patriot,121,3878,471,1113,305,659,166,454,401,504,50,204,254,520,91,5,272,253,1509
975,J.J. Mann,2011,2014,Belmont,Total,139,3570,524,1212,290,568,234,644,227,265,119,415,534,272,208,5,184,182,1509
976,Chris Silva,2016,2019,South Carolina,SEC,134,2904,452,910,424,851,28,59,577,791,333,543,876,89,85,186,263,470,1509
977,Justin Edwards,2012,2016,Total,Total,123,3573,544,1272,441,920,103,352,317,459,224,389,613,342,191,57,312,308,1508
978,Peter Jok,2014,2017,Iowa,Big Ten,125,2801,491,1191,275,620,216,571,310,352,88,313,401,193,102,11,183,227,1508
979,Jerome Jordan,2007,2010,Tulsa,CUSA,133,3214,547,964,547,964,0,0,414,595,297,686,983,113,48,333,268,339,1508
980,Anthony Barber,2014,2016,North Carolina State,ACC,104,3256,500,1169,418,933,82,236,425,536,65,274,339,403,70,3,220,198,1507
981,Phil Booth,2015,2019,Villanova,Big East,148,3636,492,1136,268,533,224,603,299,381,53,335,388,374,98,19,219,256,1507
982,David Crisp,2016,2019,Washington,Pac-12,135,4116,518,1341,262,575,256,766,215,325,79,267,346,356,124,12,271,274,1507
983,Shonn Miller,2012,2016,Total,Total,121,3341,541,1124,475,887,66,237,359,455,140,654,794,92,160,181,161,346,1507
984,Connor Hill,2012,2015,Idaho,Total,124,3305,503,1152,163,352,340,800,160,201,27,222,249,111,52,1,110,210,1506
985,Darrius Morrow,2009,2012,East Carolina,CUSA,123,3717,514,946,514,943,0,3,478,723,306,472,778,120,103,112,254,352,1506
986,Josh Williams,2014,2017,Lipscomb,A-Sun,107,2919,513,1089,301,539,212,550,268,348,137,316,453,177,117,30,215,277,1506
987,Keith Braxton,2017,2019,Saint Francis (PA),NEC,98,3356,526,1085,420,798,106,287,346,445,175,735,910,333,152,42,248,181,1504
988,D.J. Kennedy,2008,2011,St. John's (NY),Big East,129,3927,475,1089,353,748,122,341,432,579,218,563,781,311,183,61,266,257,1504
989,Egidijus Mockevicius,2013,2016,Evansville,MVC,136,3497,551,893,551,893,0,0,402,548,300,958,1258,43,87,297,178,425,1504
990,Tyler Zeller,2009,2012,North Carolina,ACC,117,2696,548,1010,548,1008,0,2,407,525,316,472,788,69,78,130,165,271,1503
991,Matt Kingsley,2006,2009,Stephen F. Austin,Southland,122,2826,559,1056,558,1050,1,6,383,523,214,423,637,80,63,100,182,293,1502
994,Marcus Marshall,2013,2017,Total,Total,93,3029,445,1046,224,460,221,586,391,474,28,233,261,242,58,6,141,182,1502
995,Kennedy Meeks,2014,2017,North Carolina,ACC,144,3068,616,1105,616,1104,0,1,270,426,407,645,1052,140,99,154,187,324,1502
996,Chris Udofia,2011,2014,Denver,Total,124,3661,551,1074,486,849,65,225,334,515,179,424,603,349,141,256,228,392,1501
997,Jordan Williams,2012,2015,North Texas,Total,114,3389,504,1249,361,772,143,477,350,469,184,365,549,126,117,57,253,250,1501
998,Weyinmi Efejuku,2006,2009,Providence,Big East,120,3265,478,1093,338,719,140,374,404,540,118,321,439,274,171,29,297,233,1500
999,Martin Zeno,2006,2008,Texas Tech,Big 12,97,3400,513,1071,489,993,24,78,450,591,120,370,490,291,131,39,257,188,1500
1000,Vincent Council,2010,2013,Providence,Big East,118,4024,514,1365,405,1016,109,349,362,523,137,308,445,725,164,41,353,292,1499
1001,Dwayne Evans,2011,2014,Saint Louis,A-10,134,3616,543,1081,523,1015,20,66,393,547,294,648,942,126,129,85,232,327,1499
1002,Kevin Thompson,2009,2012,Morgan State,MEAC,132,3738,584,1177,583,1175,1,2,330,564,478,732,1210,177,74,167,306,372,1499
1003,Tony White,2007,2010,College of Charleston,Southern,136,3867,465,1118,212,456,253,662,316,382,31,248,279,347,90,6,293,206,1499
1004,Will Daniels,2006,2008,Rhode Island,A-10,94,2658,518,1068,395,740,123,328,339,468,176,383,559,126,84,68,205,261,1498
1005,Leemire Goldwire,2006,2008,Charlotte,A-10,96,3077,447,1170,144,325,303,845,301,364,78,254,332,227,167,6,201,228,1498
1006,Nick Murphy,2008,2011,Jacksonville State,OVC,113,3406,531,1045,509,971,22,74,414,624,238,441,679,228,190,33,254,290,1498
1007,K.T. Harrell,2011,2015,Total,Total,107,3032,476,1099,284,611,192,488,353,440,72,226,298,152,71,15,212,215,1497
1008,Deron Powers,2013,2017,Total,Total,128,4199,469,1196,335,770,134,426,425,517,86,277,363,561,133,5,331,298,1497
1009,Anthony Fisher,2006,2008,Tennessee Tech,OVC,95,2924,434,1025,277,547,157,478,471,601,65,235,300,314,109,5,255,229,1496
1010,Ben Drayton,2009,2012,Georgia Southern,Southern,122,3650,533,1155,408,812,125,343,304,432,99,210,309,379,175,3,300,253,1495
1011,A.J. Graves,2006,2008,Butler,Horizon,102,3513,470,1227,209,487,261,740,294,328,30,224,254,239,148,6,168,162,1495
1012,Przemek Karnowski,2013,2017,Gonzaga,WCC,152,3212,615,1033,614,1030,1,3,264,511,238,581,819,165,57,152,245,316,1495
1013,Nathan Boothe,2013,2016,Toledo,MAC,127,3523,599,1235,550,1098,49,137,247,297,218,557,775,249,90,155,185,411,1494
1016,Josh Robinson,2015,2017,Austin Peay,OVC,95,2935,467,1148,280,624,187,524,373,456,39,210,249,214,85,5,206,128,1494
1017,Ryan Welage,2016,2019,Total,Total,126,3334,539,1232,318,672,221,560,195,249,97,427,524,137,60,19,152,197,1494
1018,Rob Poole,2012,2015,Siena,MAAC,125,4051,469,1208,254,598,215,610,340,441,124,428,552,218,122,18,207,255,1493
1019,Matt Klinewski,2015,2018,Lafayette,Patriot,124,2731,562,1119,511,996,51,123,317,412,157,408,565,127,47,64,209,287,1492
1020,Austin McBroom,2012,2016,Total,Total,130,3508,461,1149,204,506,257,643,313,376,61,200,261,314,110,3,238,195,1492
1021,Lamond Murray,2014,2017,Pepperdine,WCC,118,2876,575,1217,488,984,87,233,255,337,126,369,495,107,88,40,175,218,1492
1022,Craig Sword,2013,2016,Mississippi State,SEC,123,3354,517,1152,442,867,75,285,383,603,106,306,412,305,185,69,391,357,1492
1023,Terry Allen,2013,2016,Richmond,A-10,134,3409,547,1080,483,866,64,214,333,471,215,567,782,168,138,74,209,295,1491
1024,Manu Lecomte,2014,2018,Total,Total,137,3893,468,1120,227,525,241,595,314,370,48,207,255,392,89,3,237,242,1491
1025,J.P. Macura,2015,2018,Xavier,Big East,141,3518,495,1105,313,588,182,517,319,400,158,292,450,300,166,25,213,297,1491
1026,David Schneider,2007,2010,William & Mary,CAA,121,3985,432,1270,154,408,278,862,349,434,122,416,538,368,166,5,196,293,1491
1027,Dan Trist,2012,2015,Lafayette,Patriot,123,2825,608,1128,607,1123,1,5,274,382,201,360,561,141,40,56,271,285,1491
1028,Mike Holloway,2016,2019,Fairleigh Dickinson,NEC,128,3487,570,1080,554,1029,16,51,334,509,313,475,788,146,96,111,248,434,1490
1029,Devon Collier,2011,2014,Oregon State,Total,128,3158,539,935,539,935,0,0,411,668,287,392,679,181,109,134,205,228,1489
1030,Ernie Duncan,2015,2019,Vermont,AEC,136,3840,479,1085,171,350,308,735,223,268,37,279,316,308,87,15,183,212,1489
1031,Eron Harris,2013,2017,Total,Total,126,3068,487,1128,268,583,219,545,296,366,82,275,357,200,68,18,214,243,1489
1032,Loren Leath,2006,2009,Sacramento State,Big Sky,112,2870,526,1374,286,696,240,678,197,257,67,201,268,97,112,11,188,220,1489
1033,Jared Sam,2015,2018,Southern,SWAC,134,3802,502,973,501,969,1,4,484,668,318,619,937,120,117,97,208,333,1489
1034,Martez Walker,2014,2018,Total,Total,119,3132,458,1033,276,498,182,535,391,484,147,265,412,129,79,37,156,182,1489
1035,Seth Allen,2013,2017,Total,ACC,123,3297,484,1125,300,596,184,529,335,443,30,270,300,338,112,21,292,253,1487
1038,Anthony Miles,2009,2012,Lamar,Southland,126,3517,457,1068,360,786,97,282,476,603,135,395,530,416,146,11,280,280,1487
1039,Devin Thomas,2013,2016,Wake Forest,ACC,125,3533,544,1047,544,1046,0,1,398,702,314,747,1061,212,92,144,336,348,1486
1040,Geno Crandall,2016,2019,Total,Total,122,3526,503,1059,375,702,128,357,351,480,81,364,445,441,221,24,340,367,1485
1041,Yancy Gates,2009,2012,Cincinnati,Big East,132,3573,618,1246,611,1220,7,26,242,411,350,566,916,108,85,134,167,313,1485
1042,Jaylen Shaw,2014,2018,Total,Total,132,3424,528,1176,375,768,153,408,276,357,32,291,323,479,138,11,298,246,1485
1043,Joel Bolomboy,2013,2016,Weber State,Big Sky,130,3743,492,931,456,834,36,97,464,651,412,900,1312,93,72,178,260,304,1484
1044,Will Cherry,2010,2013,Montana,Big Sky,116,3565,489,1138,388,784,101,354,405,564,66,350,416,397,265,33,273,243,1484
1045,Chase Simon,2008,2012,Total,Total,127,3556,525,1315,381,866,144,449,290,418,149,349,498,226,128,18,316,309,1484
1046,Tre' Coggins,2013,2017,Total,Total,117,3101,492,1205,245,523,247,682,252,307,37,297,334,194,99,17,232,218,1483
1047,Jeremy Lin,2007,2010,Harvard,Ivy,115,3354,506,1052,398,728,108,324,363,495,98,396,494,406,225,70,331,333,1483
1048,Kelvin Martin,2009,2012,Charleston Southern,Big South,115,3505,574,1062,569,1023,5,39,330,527,355,613,968,181,221,127,253,297,1483
1049,Eric Ferguson,2011,2015,Georgia Southern,Total,119,3225,556,1117,504,939,52,178,318,499,234,493,727,115,157,101,277,382,1482
1050,Shaquille Harrison,2013,2016,Tulsa,Total,133,4017,513,1156,480,1003,33,153,422,654,123,482,605,461,244,49,306,310,1481
1051,Matt Stainbrook,2011,2015,Total,Total,137,3489,601,1055,596,1034,5,21,274,410,329,617,946,250,80,111,237,333,1481
1052,Trey Zeigler,2011,2015,Total,Total,127,3463,572,1312,535,1182,37,130,300,548,206,375,581,251,112,70,282,306,1481
1053,Alex Harris,2006,2008,UC-Santa Barbara,Big West,89,2775,448,1024,275,605,173,419,411,521,93,263,356,173,80,8,214,177,1480
1054,Justin Robinson,2008,2011,Rider,MAAC,130,3814,496,1191,289,711,207,480,281,328,65,317,382,394,152,16,263,305,1480
1055,Ike Smith,2016,2019,Georgia Southern,Sun Belt,101,2770,527,1211,363,715,164,496,262,408,100,392,492,122,94,56,203,216,1480
1056,Jahmar Young,2008,2010,New Mexico State,WAC,87,2710,496,1091,340,670,156,421,331,399,55,230,285,233,97,16,193,204,1479
1057,Chandler Hutchison,2015,2018,Boise State,MWC,123,2948,523,1098,444,874,79,224,353,514,138,534,672,255,120,29,236,268,1478
1060,Nathan Knight,2017,2019,William & Mary,CAA,93,2373,538,932,515,843,23,89,379,527,183,444,627,212,43,172,199,283,1478
1061,Johnathan Williams,2014,2018,Total,Total,143,3893,554,1085,504,935,50,150,320,559,334,685,1019,141,78,152,254,363,1478
1062,Brett Comer,2012,2015,Florida Gulf Coast,A-Sun,137,4047,536,1247,435,923,101,324,304,459,104,350,454,845,181,19,460,291,1477
1063,Max Landis,2012,2016,Total,Total,128,3730,466,1133,197,412,269,721,276,340,21,200,221,287,92,1,184,176,1477
1064,D.J. Richardson,2010,2013,Illinois,Big Ten,138,4351,498,1284,220,502,278,782,203,258,82,311,393,251,122,24,193,249,1477
1065,Brandon Rush,2006,2008,Kansas,Big 12,109,3408,536,1193,331,722,205,471,200,273,163,439,602,222,76,89,230,159,1477
1066,Anthony Vereen,2006,2009,Texas-Arlington,Southland,122,2685,490,848,469,776,21,72,476,619,190,399,589,178,72,13,230,350,1477
1067,Murphy Holloway,2009,2013,Mississippi,SEC,132,3674,615,1130,614,1119,1,11,245,478,404,689,1093,134,194,76,198,327,1476
1068,Kris Joseph,2009,2012,Syracuse,Big East,140,3725,491,1094,379,756,112,338,382,544,181,446,627,208,179,67,217,224,1476
1069,Riley LaChance,2015,2018,Vanderbilt,SEC,135,4091,498,1151,238,521,260,630,220,264,40,368,408,423,81,3,198,244,1476
1070,Giordan Watson,2006,2008,Central Michigan,MAC,90,3158,477,1183,308,722,169,461,353,451,45,209,254,391,152,19,317,220,1476
1071,Novar Gadson,2009,2012,Rider,MAAC,127,3294,540,1183,426,824,114,359,281,395,184,542,726,224,103,95,317,337,1475
1072,Josh Hagins,2013,2016,Little Rock,Sun Belt,128,3495,525,1224,350,727,175,497,250,306,90,401,491,468,179,39,241,307,1475
1073,Solomon Bozeman,2007,2011,Total,Total,127,3578,376,941,204,471,172,470,549,661,48,240,288,374,115,7,288,265,1473
1074,Ahmed Hill,2015,2019,Virginia Tech,ACC,134,4024,514,1155,284,566,230,589,215,290,86,376,462,167,63,14,162,263,1473
1075,Jack Leasure,2006,2008,Coastal Carolina,Big South,88,3124,498,1176,172,367,326,809,151,178,59,240,299,294,119,3,199,132,1473
1076,Ralston Turner,2011,2015,Total,Total,132,3841,488,1265,218,516,270,749,227,303,62,315,377,164,78,22,190,320,1473
1077,Ceola Clark,2009,2013,Western Illinois,Summit,124,4186,471,1032,224,457,247,575,283,368,103,359,462,464,242,15,217,219,1472
1078,Corey Hassan,2006,2010,Total,Total,118,3197,508,1259,237,540,271,719,185,244,134,383,517,238,101,6,224,195,1472
1079,Rob Marberry,2015,2019,Total,Total,112,2629,615,995,615,992,0,3,242,341,182,322,504,199,60,75,134,245,1472
1080,Shane Richards,2013,2016,Manhattan,MAAC,129,3569,443,1103,131,302,312,801,274,330,49,305,354,149,91,13,158,271,1472
1081,Louis Dabney,2013,2016,Tulane,Total,131,3372,468,1225,320,764,148,461,387,511,90,277,367,201,120,11,213,277,1471
1082,Derrick Walton,2014,2017,Michigan,Big Ten,127,4053,432,1068,199,487,233,581,374,447,56,507,563,499,146,6,224,225,1471
1083,Bryant Crawford,2016,2018,Wake Forest,ACC,94,2988,471,1133,304,657,167,476,361,450,38,270,308,467,149,21,283,258,1470
1084,Kevin Larsen,2013,2016,George Washington,A-10,136,4209,559,1093,535,1034,24,59,328,497,364,586,950,282,87,101,226,249,1470
1085,Todd Brown,2007,2010,Wright State,Horizon,129,3900,516,1259,319,756,197,503,240,333,129,400,529,226,97,33,171,243,1469
1086,Mikh McKinney,2013,2015,Sacramento State,Big Sky,91,3105,508,1082,376,743,132,339,320,395,67,234,301,369,149,14,197,189,1468
1087,Elijah Minnie,2015,2019,Total,Total,119,3415,531,1185,323,574,208,611,198,247,157,494,651,105,163,181,232,266,1468
1088,Brett Olson,2012,2015,Denver,Total,124,4296,489,1018,224,411,265,607,225,254,34,303,337,336,122,24,212,298,1468
1089,Chris Perez,2010,2014,Total,Total,125,3514,547,1171,456,907,91,264,283,426,166,238,404,188,117,3,240,280,1468
1090,Julian Boyd,2009,2013,Long Island University,NEC,104,2674,530,992,497,896,33,96,374,546,286,557,843,96,77,70,173,294,1467
1091,Shawn Glover,2010,2014,Total,Total,126,3356,586,1255,515,1034,71,221,224,290,142,387,529,154,94,125,192,201,1467
